stage,hole_cards,comm_cards,hand_potential,hand_strength,action
PREFLOP,"['Kd', '2s']",-1,-0.14,-1,Player IlxxxlI folds
PREFLOP,"['9s', '6d']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['6s', '5h']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Jc', 'As']",-1,0.19,-1, 'Player IlxxxlI raises (3.50)'
PREFLOP,"['Tc', 'Jd']",-1,-0.03,-1, 'Player IlxxxlI raises (4)'
PREFLOP,"['Qd', '3h']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['Th', '3d']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Qc', '2s']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['3c', 'Ac']",-1,0.02,-1, 'Player IlxxxlI raises (2.40)'
PREFLOP,"['Qs', '7h']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['9s', '8h']",-1,-0.10,-1,Player IlxxxlI folds
PREFLOP,"['7s', 'Jh']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['5d', '5s']",-1,0.02,-1, 'Player IlxxxlI raises (6)'
PREFLOP,"['2d', '7d']",-1,-0.15,-1,Player IlxxxlI folds
PREFLOP,"['Ad', 'Kh']",-1,0.51,-1, 'Player IlxxxlI raises (7)'
FLOP,"['Ad', 'Kh']","['4s', '6d', '6s']",0.3174752077191102,8, 'Player IlxxxlI checks'
TURN,"['Ad', 'Kh']","['4s', '6d', '6s', 'Ts']",0.3181452693647816,8, 'Player IlxxxlI checks'
PREFLOP,"['8d', 'Js']",-1,-0.10,-1,Player IlxxxlI folds
PREFLOP,"['5h', 'Kh']",-1,-0.05,-1,Player IlxxxlI folds
PREFLOP,"['3s', 'Ks']",-1,-0.08,-1,Player IlxxxlI folds
PREFLOP,"['5d', '2s']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Jh', '2s']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['4s', 'Kd']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['3h', 'Kd']",-1,-0.14,-1,Player IlxxxlI folds
PREFLOP,"['2h', 'Kc']",-1,-0.14,-1,Player IlxxxlI folds
PREFLOP,"['Kc', '3c']",-1,-0.08,-1, 'Player IlxxxlI calls (2)'
FLOP,"['Kc', '3c']","['Kd', 'Jh', '7s']",0.5081747520771911,8, 'Player IlxxxlI checks'
TURN,"['Kc', '3c']","['Kd', 'Jh', '7s', 'Qd']",0.5170195658000536,8, 'Player IlxxxlI bets (4.70)'
PREFLOP,"['9d', '2h']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Tc', '7s']",-1,-0.10,-1,Player IlxxxlI folds
PREFLOP,"['4c', '5h']",-1,-0.12,-1, 'Player IlxxxlI calls (2)'
FLOP,"['4c', '5h']","['Ks', '7s', 'Qd']",0.09112838381131061,9, 'Player IlxxxlI checks'
TURN,"['4c', '5h']","['Ks', '7s', 'Qd', '5s']",0.28102385419458586,8, 'Player IlxxxlI checks'
PREFLOP,"['Qs', 'Ac']",-1,0.31,-1, 'Player IlxxxlI calls (8)'
FLOP,"['Qs', 'Ac']","['2s', '4d', 'Qd']",0.4882069150361833,8, 'Player IlxxxlI bets (12.82)'
PREFLOP,"['2h', '2d']",-1,-0.09,-1,'Player IlxxxlI calls (0.50)'
FLOP,"['2h', '2d']","['7s', '6s', 'Tc']",0.17703028678638433,8, 'Player IlxxxlI checks'
TURN,"['2h', '2d']","['7s', '6s', 'Tc', 'Qd']",0.1857410881801126,8,Player IlxxxlI folds
PREFLOP,"['Ks', 'Ad']",-1,0.51,-1, 'Player IlxxxlI raises (6.27)'
FLOP,"['Ks', 'Ad']","['Qc', '3s', 'Qd']",0.49423746984722594,8, 'Player IlxxxlI bets (4.44)'
TURN,"['Ks', 'Ad']","['Qc', '3s', 'Qd', '6d']",0.49463950683462876,8, 'Player IlxxxlI checks'
RIVER,"['Ks', 'Ad']","['Qc', '3s', 'Qd', '6d', 'Kc']",0.6515679442508711,7, 'Player IlxxxlI bets (7.26)'
PREFLOP,"['4d', '5h']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['3h', '6c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['5d', '6c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['4d', 'Ah']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['9d', '2d']",-1,-0.14,-1,Player IlxxxlI folds
PREFLOP,"['6s', '3c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Kc', '5d']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['5d', 'Jd']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['Kd', 'Jc']",-1,0.08,-1, 'Player IlxxxlI raises (2.40)'
PREFLOP,"['6h', '5c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['9h', '2c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['7c', 'Qh']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['4h', '8s']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['6h', '4c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['9c', '5h']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['6h', '4d']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Ah', '6s']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['4d', '2h']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['7s', 'Td']",-1,-0.10,-1, 'Player IlxxxlI checks'
FLOP,"['7s', 'Td']","['5d', '7d', 'Jd']",0.3292682926829268,8, 'Player IlxxxlI checks'
TURN,"['7s', 'Td']","['5d', '7d', 'Jd', 'Ts']",0.6039935674082015,7, 'Player IlxxxlI bets (2.50)'
RIVER,"['7s', 'Td']","['5d', '7d', 'Jd', 'Ts', 'Ah']",0.6043956043956045,7, 'Player IlxxxlI bets (7)'
PREFLOP,"['Ah', 'Qs']",-1,0.31,-1,Player IlxxxlI folds
PREFLOP,"['Kc', 'Qc']",-1,0.39,-1, 'Player IlxxxlI raises (3.50)'
PREFLOP,"['Kc', 'Jd']",-1,0.08,-1, 'Player IlxxxlI raises (2.40)'
PREFLOP,"['9s', 'Ad']",-1,-0.03,-1,Player IlxxxlI folds
PREFLOP,"['7s', 'Qd']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Ac', 'Qh']",-1,0.31,-1, 'Player IlxxxlI raises (3)'
PREFLOP,"['5c', 'Kd']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['Kd', 'Qd']",-1,0.39,-1, 'Player IlxxxlI raises (16.75)'
PREFLOP,"['Tc', '8h']",-1,-0.10,-1,Player IlxxxlI folds
PREFLOP,"['Qd', '7d']",-1,-0.06,-1, 'Player IlxxxlI calls (2)'
FLOP,"['Qd', '7d']","['Jc', 'Qh', '9d']",0.4807022246046636,8, 'Player IlxxxlI checks'
TURN,"['Qd', '7d']","['Jc', 'Qh', '9d', 'Qs']",0.7636022514071295,6, 'Player IlxxxlI bets (11)'
RIVER,"['Qd', '7d']","['Jc', 'Qh', '9d', 'Qs', '7s']",0.9735995711605467,3, 'Player IlxxxlI bets (32)'
PREFLOP,"['4s', '8s']",-1,-0.13,-1, 'Player IlxxxlI calls (1.50)'
FLOP,"['4s', '8s']","['Jc', '9c', '7d']",0.025194317877244687,9, 'Player IlxxxlI checks'
PREFLOP,"['6d', 'Ts']",-1,-0.11,-1,
PREFLOP,"['5h', 'Ks']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['3s', '3c']",-1,-0.07,-1, 'Player IlxxxlI raises (3)'
PREFLOP,"['5h', '6h']",-1,-0.07,-1,Player IlxxxlI folds
PREFLOP,"['Qd', '7d']",-1,-0.06,-1,Player IlxxxlI folds
PREFLOP,"['7d', 'Ks']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['6d', 'Ts']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['Jh', '6h']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['Jc', '6c']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['3s', '9c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Ah', 'Kc']",-1,0.51,-1, 'Player IlxxxlI raises (5.88)'
FLOP,"['Ah', 'Kc']","['As', 'Kd', 'Jd']",0.6691235593674618,7, 'Player IlxxxlI bets (6.80)'
TURN,"['Ah', 'Kc']","['As', 'Kd', 'Jd', 'Jh']",0.6691235593674618,7, 'Player IlxxxlI checks'
RIVER,"['Ah', 'Kc']","['As', 'Kd', 'Jd', 'Jh', 'Qh']",0.669257571696596,7, 'Player IlxxxlI checks'
PREFLOP,"['3h', '5s']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['3h', '2d']",-1,-0.14,-1,Player IlxxxlI folds
PREFLOP,"['Kc', 'Js']",-1,0.08,-1, 'Player IlxxxlI calls (1)'
FLOP,"['Kc', 'Js']","['5d', 'Jd', 'Tc']",0.4567140176896275,8, 'Player IlxxxlI bets (2.85)'
PREFLOP,"['9h', 'Qs']",-1,-0.08,-1, 'Player IlxxxlI raises (3)'
FLOP,"['9h', 'Qs']","['Kh', 'Qc', '9s']",0.6322701688555348,7, 'Player IlxxxlI bets (4)'
PREFLOP,"['3h', 'Qc']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['Ah', '9c']",-1,-0.03,-1, 'Player IlxxxlI calls (2)'
FLOP,"['Ah', '9c']","['5d', '9d', 'Ks']",0.4060573572768694,8, 'Player IlxxxlI checks'
TURN,"['Ah', '9c']","['5d', '9d', 'Ks', 'Jh']",0.40672741892254083,8, 'Player IlxxxlI checks'
RIVER,"['Ah', '9c']","['5d', '9d', 'Ks', 'Jh', 'Kd']",0.6471455373894398,7, 'Player IlxxxlI bets (3.09)'
PREFLOP,"['2c', 'Qh']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['Qc', '7s']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['9h', '7h']",-1,-0.04,-1, 'Player IlxxxlI raises (1.20)'
PREFLOP,"['2d', 'Ks']",-1,-0.14,-1,Player IlxxxlI folds
PREFLOP,"['Jh', '4h']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['Ks', '3s']",-1,-0.08,-1,Player IlxxxlI folds
PREFLOP,"['5s', '7h']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['8d', '5h']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['3h', '5s']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['8h', 'Jd']",-1,-0.10,-1,Player IlxxxlI folds
PREFLOP,"['7c', '5c']",-1,-0.09,-1, 'Player IlxxxlI raises (4)'
FLOP,"['7c', '5c']","['Jd', '3h', '7d']",0.32658804610024117,8, 'Player IlxxxlI checks'
TURN,"['7c', '5c']","['Jd', '3h', '7d', '5d']",0.57451085499866,7, 'Player IlxxxlI bets (8)'
PREFLOP,"['6s', '5h']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['2d', 'Jh']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['Qc', 'Ac']",-1,0.59,-1, 'Player IlxxxlI raises (3.50)'
PREFLOP,"['As', '4c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['8h', '5d']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['4d', '3h']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['5c', '3d']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Tc', '8h']",-1,-0.10,-1,Player IlxxxlI folds
PREFLOP,"['Jh', 'Jc']",-1,0.86,-1, 'Player IlxxxlI raises (7)'
PREFLOP,"['Th', '6s']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['5d', 'Kh']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['Jc', 'Kc']",-1,0.29,-1, 'Player IlxxxlI raises (3.50)'
PREFLOP,"['Qd', '6h']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['Js', '3h']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['6s', '2c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['2s', 'Jh']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['3h', '7d']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Qh', '2h']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['2s', 'Ts']",-1,-0.14,-1,Player IlxxxlI folds
PREFLOP,"['5c', '9c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['4d', 'Qd']",-1,-0.10,-1,Player IlxxxlI folds
PREFLOP,"['Ah', 'As']",-1,2.32,-1, 'Player IlxxxlI calls (2)'
FLOP,"['Ah', 'As']","['9h', 'Kh', '5c']",0.5502546234253551,8, 'Player IlxxxlI checks'
TURN,"['Ah', 'As']","['9h', 'Kh', '5c', '3h']",0.5502546234253551,8, 'Player IlxxxlI bets (5)'
PREFLOP,"['8s', 'Js']",-1,-0.03,-1, 'Player IlxxxlI raises (3)'
PREFLOP,"['Js', '9s']",-1,0.04,-1,Player IlxxxlI folds
PREFLOP,"['Qc', 'Jh']",-1,0.03,-1,Player IlxxxlI folds
PREFLOP,"['Qd', '6h']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['Qs', '6d']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['4d', '5h']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['9s', 'Kd']",-1,-0.07,-1,Player IlxxxlI folds
PREFLOP,"['9h', 'Qd']",-1,-0.08,-1,Player IlxxxlI folds
PREFLOP,"['9c', 'Td']",-1,-0.07,-1, 'Player IlxxxlI calls (2)'
FLOP,"['9c', 'Td']","['8h', 'As', 'Ad']",0.5360493165371214,8, 'Player IlxxxlI checks'
TURN,"['9c', 'Td']","['8h', 'As', 'Ad', '9h']",0.6629589922272849,7, 'Player IlxxxlI bets (1.90)'
PREFLOP,"['4d', '4s']",-1,-0.03,-1, 'Player IlxxxlI raises (2.40)'
PREFLOP,"['Th', 'Js']",-1,-0.03,-1, 'Player IlxxxlI calls (2)'
FLOP,"['Th', 'Js']","['Kd', '7c', 'Ts']",0.4274993299383544,8, 'Player IlxxxlI checks'
PREFLOP,"['5d', '4s']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Kd', 'Qh']",-1,0.16,-1,'Player IlxxxlI raises (3.50)'
PREFLOP,"['9c', 'Tc']",-1,0.05,-1,Player IlxxxlI folds
PREFLOP,"['Qd', 'Ac']",-1,0.31,-1, 'Player IlxxxlI raises (6)'
FLOP,"['Qd', 'Ac']","['As', 'Qc', '5s']",0.666845349772179,7, 'Player IlxxxlI bets (6.42)'
PREFLOP,"['Ts', '8c']",-1,-0.10,-1,Player IlxxxlI folds
PREFLOP,"['3d', 'Tc']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['6c', 'Kd']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Kd', '2s']",-1,-0.14,-1,Player IlxxxlI folds
PREFLOP,"['5d', 'Qd']",-1,-0.09,-1,Player IlxxxlI folds
PREFLOP,"['Jc', '5h']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['8h', 'Ac']",-1,-0.07,-1,Player IlxxxlI folds
PREFLOP,"['6s', 'Th']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['Ah', 'As']",-1,2.32,-1, 'Player IlxxxlI raises (3)'
PREFLOP,"['Th', 'Qd']",-1,-0.02,-1, 'Player IlxxxlI calls (1)'
FLOP,"['Th', 'Qd']","['6s', '3s', '8h']",0.045966228893058125,9, 'Player IlxxxlI checks'
PREFLOP,"['3h', '7h']",-1,-0.14,-1,Player IlxxxlI folds
PREFLOP,"['Qc', 'Th']",-1,-0.02,-1,Player IlxxxlI folds
PREFLOP,"['2d', 'Ts']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Qd', '3c']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['Kd', 'Th']",-1,0.01,-1,Player IlxxxlI folds
PREFLOP,"['2d', '4h']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Js', '3s']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['9c', '6c']",-1,-0.09,-1, 'Player IlxxxlI calls (2)'
FLOP,"['9c', '6c']","['7c', 'Tc', '3d']",0.013937282229965153,9, 'Player IlxxxlI checks'
PREFLOP,"['Qd', 'Th']",-1,-0.02,-1,Player IlxxxlI folds
PREFLOP,"['9d', 'Ac']",-1,-0.03,-1,Player IlxxxlI folds
PREFLOP,"['Td', '4c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['9h', 'Js']",-1,-0.09,-1, 'Player IlxxxlI checks'
FLOP,"['9h', 'Js']","['Ac', 'Ad', '2h']",0.5389975877780756,8, 'Player IlxxxlI bets (1)'
PREFLOP,"['Tc', 'Ks']",-1,0.01,-1,Player IlxxxlI folds
PREFLOP,"['Qh', 'Jh']",-1,0.23,-1,'Player IlxxxlI raises (3.50)'
PREFLOP,"['3s', '4s']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['3c', 'Jh']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['Js', 'Ks']",-1,0.29,-1, 'Player IlxxxlI calls (0.50)'
FLOP,"['Js', 'Ks']","['Qd', '6h', 'Qs']",0.48740284106137766,8, 'Player IlxxxlI checks'
PREFLOP,"['7c', 'Jd']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['3h', '6h']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['7c', '9s']",-1,-0.10,-1,Player IlxxxlI folds
PREFLOP,"['As', 'Jh']",-1,0.19,-1, 'Player IlxxxlI raises (3)'
PREFLOP,"['7c', 'Th']",-1,-0.10,-1,Player IlxxxlI folds
PREFLOP,"['7d', 'Qc']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['5h', '4d']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Kh', '6c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Ac', '2h']",-1,-0.15,-1,Player IlxxxlI folds
PREFLOP,"['2d', '9h']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Kc', '7s']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['3h', 'Th']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['8h', '3c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['7h', 'Qd']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['8h', '2h']",-1,-0.14,-1,Player IlxxxlI folds
PREFLOP,"['4c', '7d']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Jh', 'Kh']",-1,0.29,-1, 'Player IlxxxlI raises (4.66)'
FLOP,"['Jh', 'Kh']","['3d', '3c', '8h']",0.2211203430715626,8, 'Player IlxxxlI bets (3.58)'
TURN,"['Jh', 'Kh']","['3d', '3c', '8h', 'Ts']",0.22138836772983117,8, 'Player IlxxxlI checks'
RIVER,"['Jh', 'Kh']","['3d', '3c', '8h', 'Ts', '4d']",0.22138836772983117,8, 'Player IlxxxlI checks'
PREFLOP,"['Tc', 'Qc']",-1,0.17,-1, 'Player IlxxxlI raises (3)'
PREFLOP,"['Jh', 'Qs']",-1,0.03,-1,Player IlxxxlI folds
PREFLOP,"['9h', 'Qs']",-1,-0.08,-1, 'Player IlxxxlI raises (6)'
FLOP,"['9h', 'Qs']","['Jh', '5s', '2h']",0.05494505494505497,9, 'Player IlxxxlI bets (6.42)'
PREFLOP,"['Ts', '4c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['3d', '4h']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['4d', 'Kh']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['5d', 'Js']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['3h', '9d']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Qs', '8s']",-1,-0.02,-1,Player IlxxxlI folds
PREFLOP,"['9c', '8s']",-1,-0.10,-1,Player IlxxxlI folds
PREFLOP,"['Th', 'Kc']",-1,0.01,-1,Player IlxxxlI folds
PREFLOP,"['Qc', 'Ah']",-1,0.31,-1, 'Player IlxxxlI calls (1.50)'
FLOP,"['Qc', 'Ah']","['Kc', 'Jc', 'Ac']",0.5542749932993836,8, 'Player IlxxxlI calls (2.38)'
TURN,"['Qc', 'Ah']","['Kc', 'Jc', 'Ac', '8h']",0.5542749932993836,8, 'Player IlxxxlI bets (4.04)'
PREFLOP,"['3h', '5d']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['4h', '6c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['8s', '3c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['2c', '6h']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['4d', '6c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['8c', 'Ad']",-1,-0.07,-1, 'Player IlxxxlI calls (1.50)'
FLOP,"['8c', 'Ad']","['8h', '6s', 'Jd']",0.3744304476011793,8, 'Player IlxxxlI checks'
TURN,"['8c', 'Ad']","['8h', '6s', 'Jd', '5c']",0.3744304476011793,8, 'Player IlxxxlI bets (3)'
PREFLOP,"['Qd', 'Tc']",-1,-0.02,-1,Player IlxxxlI folds
PREFLOP,"['2c', '9s']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['4s', '9c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['6c', '9h']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['8s', 'Jc']",-1,-0.10,-1,Player IlxxxlI folds
PREFLOP,"['Qc', '5s']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['Qh', 'Qd']",-1,1.22,-1, 'Player IlxxxlI raises (3.64)'
PREFLOP,"['9h', 'Jd']",-1,-0.09,-1,Player IlxxxlI folds
PREFLOP,"['Jc', 'Js']",-1,0.86,-1, 'Player IlxxxlI raises (4.16)'
PREFLOP,"['3h', '8c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['9c', '6s']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Ts', 'Qs']",-1,0.17,-1, 'Player IlxxxlI raises (1.50)'
FLOP,"['Ts', 'Qs']","['2s', '2h', '3d']",0.18520503886357542,8, 'Player IlxxxlI bets (1.03)'
TURN,"['Ts', 'Qs']","['2s', '2h', '3d', '7c']",0.1857410881801126,8, 'Player IlxxxlI checks'
RIVER,"['Ts', 'Qs']","['2s', '2h', '3d', '7c', 'Jc']",0.1870812114714554,8, 'Player IlxxxlI checks'
PREFLOP,"['4c', '9d']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Qh', '6s']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['6c', '9c']",-1,-0.09,-1, 'Player IlxxxlI calls (0.25)'
FLOP,"['6c', '9c']","['Qc', 'Td', 'Ad']",0.14392924149021713,9, 'Player IlxxxlI bets (0.50)'
TURN,"['6c', '9c']","['Qc', 'Td', 'Ad', '8d']",0.14419726614848571,9, 'Player IlxxxlI checks'
RIVER,"['6c', '9c']","['Qc', 'Td', 'Ad', '8d', '7s']",0.7850442240686143,5, 'Player IlxxxlI bets (1.33)'
PREFLOP,"['Kd', '3c']",-1,-0.14,-1,Player IlxxxlI folds
PREFLOP,"['Ts', '2h']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['4d', 'Js']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['9d', '8c']",-1,-0.10,-1,Player IlxxxlI folds
PREFLOP,"['3d', '3c']",-1,-0.07,-1,Player IlxxxlI folds
PREFLOP,"['Th', '7s']",-1,-0.10,-1,Player IlxxxlI folds
PREFLOP,"['Qs', 'Td']",-1,-0.02,-1,Player IlxxxlI folds
PREFLOP,"['Td', '8h']",-1,-0.10,-1,Player IlxxxlI folds
PREFLOP,"['3c', '5s']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['2h', '3d']",-1,-0.14,-1,Player IlxxxlI folds
PREFLOP,"['Tc', '9h']",-1,-0.07,-1,Player IlxxxlI folds
PREFLOP,"['9s', '4s']",-1,-0.15,-1,Player IlxxxlI folds
PREFLOP,"['7s', 'Th']",-1,-0.10,-1,Player IlxxxlI folds
PREFLOP,"['5d', 'Kc']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['3c', 'Jh']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['2c', '7h']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Ks', '3h']",-1,-0.14,-1,Player IlxxxlI folds
PREFLOP,"['9s', 'Qc']",-1,-0.08,-1,Player IlxxxlI folds
PREFLOP,"['8s', 'Jc']",-1,-0.10,-1,Player IlxxxlI folds
PREFLOP,"['9d', '7h']",-1,-0.10,-1,Player IlxxxlI folds
PREFLOP,"['Jh', 'Kd']",-1,0.08,-1, 'Player IlxxxlI raises (3.50)'
PREFLOP,"['Jc', '4c']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['Td', 'Ac']",-1,0.08,-1,Player IlxxxlI folds
PREFLOP,"['9c', '3h']",-1,-0.12,-1,
PREFLOP,"['Ks', '3s']",-1,-0.08,-1, 'Player IlxxxlI calls (0.50)'
FLOP,"['Ks', '3s']","['Tc', '8h', '9d']",0.07719110158134546,9, 'Player IlxxxlI checks'
PREFLOP,"['Th', '7d']",-1,-0.10,-1,Player IlxxxlI folds
PREFLOP,"['Ts', 'Js']",-1,0.15,-1, 'Player IlxxxlI calls (1.14)'
FLOP,"['Ts', 'Js']","['5h', '7h', 'Jd']",0.44572500670061643,8, 'Player IlxxxlI checks'
TURN,"['Ts', 'Js']","['5h', '7h', 'Jd', 'As']",0.4630125971589386,8, 'Player IlxxxlI checks'
RIVER,"['Ts', 'Js']","['5h', '7h', 'Jd', 'As', '6d']",0.4630125971589386,8, 'Player IlxxxlI calls (8.68)'
PREFLOP,"['8c', 'Ks']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['5c', '6h']",-1,-0.12,-1,
PREFLOP,"['4c', '2c']",-1,-0.14,-1,Player IlxxxlI folds
PREFLOP,"['8h', 'Ts']",-1,-0.10,-1,Player IlxxxlI folds
PREFLOP,"['Ts', '4c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Ks', 'Jh']",-1,0.08,-1, 'Player IlxxxlI raises (1.20)'
PREFLOP,"['2d', '7d']",-1,-0.15,-1,Player IlxxxlI folds
PREFLOP,"['As', 'Ac']",-1,2.32,-1, 'Player IlxxxlI allin (44)'
PREFLOP,"['9c', '5s']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['6c', '7d']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['Tc', 'Qd']",-1,-0.02,-1,Player IlxxxlI folds
PREFLOP,"['3s', '2h']",-1,-0.14,-1,Player IlxxxlI folds
PREFLOP,"['Jh', 'Ks']",-1,0.08,-1,Player IlxxxlI folds
PREFLOP,"['Kd', '3h']",-1,-0.14,-1,Player IlxxxlI folds
PREFLOP,"['2d', 'Jd']",-1,-0.14,-1,'Player IlxxxlI calls (0.50)'
FLOP,"['2d', 'Jd']","['3h', '5s', 'Qs']",0.049986598767086554,9, 'Player IlxxxlI bets (1)'
